serial_key,vehicle_line,model_year,order_bank_opens,scheduling_begins,scheduling_next_week,scheduling_production_week,job_1_date,balance_out_date,last_day_to_spec_change_or_cancel,final_order_due_date
bronco_23MY,Bronco,23MY,08/29/2022,10/06/2022,No Scheduling,No Scheduling,11/18/2022,TBD,TBD,TBD
