serial_key,vehicle_line,model_year,order_bank_opens,order_bank_opens_pi_utility,order_bank_opens_vso_pi_utility,scheduling_next_week,scheduling_production_week,job_1_date,job_1_date_pi_utility,job_1_date_vso_pi_utility,balance_out_date,last_day_to_spec_change_or_cancel,final_order_due_date_base_series_(k7b_or_k8b),final_order_due_date_gas,final_order_due_date_explorer_state_and_local,final_order_due_date_pi_utility_gas,final_order_due_date_pi_utility_hev,final_order_due_date_vso_pi_utility_gas,final_order_due_date_vso_pi_utility_hev
explorer_23MY,Explorer,23MY,08/05/2022,08/05/2022,09/08/2022,No Scheduling,No Scheduling,11/26/2022,11/22/2022,12/05/2022,TBD,TBD,01/13/2023,TBD,09/30/2022,09/09/2022,09/09/2022,10/14/2022,10/14/2022
