serial_key,vehicle_line,model_year,order_bank_opens,scheduling_begins,scheduling_next_week,scheduling_production_week,job_1_date,balance_out_date,last_day_to_spec_change_or_cancel,final_order_due_date_state_and_local,final_order_due_date_commercial
transit_connect_23MY,Transit Connect,23MY,08/16/2022,09/16/2022,No Scheduling,No Scheduling,11/04/2022,TBD,TBD,10/07/2022,TBD
