serial_key,vehicle_line,model_year,order_bank_opens,scheduling_begins,scheduling_next_week,scheduling_production_week,job_1_date,balance_out_date,last_day_to_spec_change_or_cancel,final_order_due_date_gas,final_order_due_date_phev
corsair_23MY,Corsair,23MY,09/12/2022,11/03/2022,No Scheduling,No Scheduling,03/16/2023,TBD,TBD,TBD,TBD
